2022-05-21 11:33:54,382 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-05-21 11:33:54,397 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-05-21 11:33:54,398 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-05-21 11:33:54,398 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-05-21 11:33:54,400 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-05-21 11:33:54,400 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-05-21 11:33:54,401 INFO  SwAddin.cs: 201 - Setting up command manager
2022-05-21 11:33:54,401 INFO  SwAddin.cs: 204 - Adding command manager
2022-05-21 11:33:54,403 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-05-21 11:33:54,414 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-05-21 11:33:54,414 INFO  SwAddin.cs: 210 - Adding event handlers
2022-05-21 11:33:54,423 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-05-21 12:12:56,696 INFO  SwAddin.cs: 294 - Assembly export called for file Desktop_Arm_URDF_Assembly.SLDASM
2022-05-21 12:12:58,562 INFO  SwAddin.cs: 313 - Saving assembly
2022-05-21 12:13:00,114 INFO  SwAddin.cs: 316 - Opening property manager
2022-05-21 12:13:00,121 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Desktop_Arm_URDF_Assembly.SLDASM
2022-05-21 12:13:00,123 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Desktop_Arm_URDF_Assembly.SLDASM
2022-05-21 12:13:00,124 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Desktop_Arm_URDF_Assembly.SLDASM
2022-05-21 12:13:00,124 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-21 12:13:00,125 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2022-05-21 12:13:00,125 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from desktop_arm_link_4-1
2022-05-21 12:13:00,126 INFO  ExportHelperExtension.cs: 1136 - Found 101 in desktop_arm_link_4-1
2022-05-21 12:13:00,126 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in desktop_arm_link_4-1
2022-05-21 12:13:00,127 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from desktop_arm_base-1
2022-05-21 12:13:00,127 INFO  ExportHelperExtension.cs: 1136 - Found 49 in desktop_arm_base-1
2022-05-21 12:13:00,127 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in desktop_arm_base-1
2022-05-21 12:13:00,128 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from desktop_arm_link_1-1
2022-05-21 12:13:00,128 INFO  ExportHelperExtension.cs: 1136 - Found 144 in desktop_arm_link_1-1
2022-05-21 12:13:00,129 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in desktop_arm_link_1-1
2022-05-21 12:13:00,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from desktop_arm_link_5-1
2022-05-21 12:13:00,129 INFO  ExportHelperExtension.cs: 1136 - Found 35 in desktop_arm_link_5-1
2022-05-21 12:13:00,130 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in desktop_arm_link_5-1
2022-05-21 12:13:00,130 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from desktop_arm_link_3-1
2022-05-21 12:13:00,130 INFO  ExportHelperExtension.cs: 1136 - Found 59 in desktop_arm_link_3-1
2022-05-21 12:13:00,136 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in desktop_arm_link_3-1
2022-05-21 12:13:00,252 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from desktop_arm_link_2-1
2022-05-21 12:13:00,253 INFO  ExportHelperExtension.cs: 1136 - Found 104 in desktop_arm_link_2-1
2022-05-21 12:13:00,253 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in desktop_arm_link_2-1
2022-05-21 12:13:00,253 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from desktop_arm_gripper-1
2022-05-21 12:13:00,253 INFO  ExportHelperExtension.cs: 1136 - Found 79 in desktop_arm_gripper-1
2022-05-21 12:13:00,255 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in desktop_arm_gripper-1
2022-05-21 12:13:00,255 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Desktop_Arm_URDF_Assembly.SLDASM
2022-05-21 12:13:00,255 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Desktop_Arm_URDF_Assembly.SLDASM
2022-05-21 12:13:00,255 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Desktop_Arm_URDF_Assembly.SLDASM
2022-05-21 12:13:00,256 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-21 12:13:00,256 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2022-05-21 12:13:00,256 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from desktop_arm_link_4-1
2022-05-21 12:13:00,257 INFO  ExportHelperExtension.cs: 1136 - Found 101 in desktop_arm_link_4-1
2022-05-21 12:13:00,257 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in desktop_arm_link_4-1
2022-05-21 12:13:00,257 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from desktop_arm_base-1
2022-05-21 12:13:00,258 INFO  ExportHelperExtension.cs: 1136 - Found 49 in desktop_arm_base-1
2022-05-21 12:13:00,258 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in desktop_arm_base-1
2022-05-21 12:13:00,258 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from desktop_arm_link_1-1
2022-05-21 12:13:00,259 INFO  ExportHelperExtension.cs: 1136 - Found 144 in desktop_arm_link_1-1
2022-05-21 12:13:00,259 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in desktop_arm_link_1-1
2022-05-21 12:13:00,260 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from desktop_arm_link_5-1
2022-05-21 12:13:00,260 INFO  ExportHelperExtension.cs: 1136 - Found 35 in desktop_arm_link_5-1
2022-05-21 12:13:00,260 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in desktop_arm_link_5-1
2022-05-21 12:13:00,260 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from desktop_arm_link_3-1
2022-05-21 12:13:00,261 INFO  ExportHelperExtension.cs: 1136 - Found 59 in desktop_arm_link_3-1
2022-05-21 12:13:00,261 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in desktop_arm_link_3-1
2022-05-21 12:13:00,261 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from desktop_arm_link_2-1
2022-05-21 12:13:00,261 INFO  ExportHelperExtension.cs: 1136 - Found 104 in desktop_arm_link_2-1
2022-05-21 12:13:00,262 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in desktop_arm_link_2-1
2022-05-21 12:13:00,262 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from desktop_arm_gripper-1
2022-05-21 12:13:00,262 INFO  ExportHelperExtension.cs: 1136 - Found 79 in desktop_arm_gripper-1
2022-05-21 12:13:00,263 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in desktop_arm_gripper-1
2022-05-21 12:13:03,680 INFO  SwAddin.cs: 339 - Loading config tree
2022-05-21 12:13:03,682 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-05-21 12:13:03,685 INFO  SwAddin.cs: 344 - Showing property manager
2022-05-21 12:13:28,495 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-05-21 12:14:23,145 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-05-21 12:14:37,748 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-05-21 12:15:55,030 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-05-21 12:16:05,335 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-05-21 12:16:17,261 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
